league,team_ar,seasons,appearances,player_en,full_name_en,player_ar
EGY,سيراميكا كليوباترا,2022-2023 .. 2026-2027,13,Arthur Justice,,
EGY,سيراميكا كليوباترا,2022-2023 .. 2026-2027,12,H. El Sayed,Hussein Al Sayed | Hussein Sayed,
EGY,سيراميكا كليوباترا,2022-2023 .. 2023-2024,12,Mahmoud Nabil,,
EGY,سيراميكا كليوباترا,2025-2026 .. 2026-2027,11,A. El Solia,,
EGY,سيراميكا كليوباترا,2025-2026,11,I. Issa,,
EGY,سيراميكا كليوباترا,2025-2026 .. 2026-2027,9,K. Amr,Amr Kalawa,
EGY,سيراميكا كليوباترا,2025-2026 .. 2026-2027,9,A. Hany,Ahmed Hany,
EGY,سيراميكا كليوباترا,2023-2024,8,Abdel Rahman Ramadan,,
EGY,سيراميكا كليوباترا,2023-2024 .. 2024-2025,7,Ibrahim Mohamed,,
EGY,سيراميكا كليوباترا,2026-2027,6,Bobo,Mohamed Reda,
EGY,سيراميكا كليوباترا,2025-2026 .. 2026-2027,6,I. Mohamed,Hema Mohamed,
EGY,سيراميكا كليوباترا,2025-2026 .. 2026-2027,6,K. El Debes,Karim El Debes,
EGY,سيراميكا كليوباترا,2022-2023 .. 2025-2026,6,Amr El-Solia,,
EGY,سيراميكا كليوباترا,2023-2024 .. 2025-2026,6,Mohamed Bassam,,
EGY,سيراميكا كليوباترا,2022-2023 .. 2026-2027,5,J. Arthur,Arthur Justice,
EGY,سيراميكا كليوباترا,2023-2024 .. 2025-2026,5,Abdelrahman Body,,
EGY,سيراميكا كليوباترا,2024-2025 .. 2026-2027,5,Hema Mohamed,,
EGY,سيراميكا كليوباترا,2024-2025 .. 2025-2026,5,Mohamed Abdallah,,
EGY,سيراميكا كليوباترا,2026-2027,4,M. El Maghraby,,
EGY,سيراميكا كليوباترا,2024-2025,3,Ayman Mukka,,
EGY,سيراميكا كليوباترا,2025-2026,3,M. Abdallah,,
EGY,سيراميكا كليوباترا,2025-2026,3,S. Samir,,
EGY,سيراميكا كليوباترا,2026-2027,3,A. Magdy,Abdallah Magdy,
EGY,سيراميكا كليوباترا,2026-2027,3,M. Bassam,Mohamed Bassam,
EGY,سيراميكا كليوباترا,2026-2027,3,N. Ragab,,
EGY,سيراميكا كليوباترا,2022-2023 .. 2023-2024,3,Abdelrahman Ramadan,,
EGY,سيراميكا كليوباترا,2022-2023,3,Amr Mahmoud Kalawa,,
EGY,سيراميكا كليوباترا,2022-2023,3,C. Wayou,,
EGY,سيراميكا كليوباترا,2023-2024 .. 2025-2026,3,Nour Alaa,,
EGY,سيراميكا كليوباترا,2025-2026,2,M. Y. Abouzra,,
EGY,سيراميكا كليوباترا,2025-2026,2,R. Nabil,,
EGY,سيراميكا كليوباترا,2026-2027,2,Beckham,Ahmed Ramadan,
EGY,سيراميكا كليوباترا,2026-2027,2,S. El Eraki,Samir El Eraki,
EGY,سيراميكا كليوباترا,2023-2024 .. 2025-2026,2,Ali El Gabry,,
EGY,سيراميكا كليوباترا,2025-2026,2,N. Rajab,,
EGY,سيراميكا كليوباترا,2023-2024,1,Mohamed Magdy Abdelfattah,,
EGY,سيراميكا كليوباترا,2023-2024,1,Nour Alaa El Din,,
EGY,سيراميكا كليوباترا,2025-2026,1,A. Abdin,,
EGY,سيراميكا كليوباترا,2024-2025,1,Ahmed Abdin,,
EGY,سيراميكا كليوباترا,2023-2024,1,Hussein Emad,,
EGY,سيراميكا كليوباترا,2022-2023,1,Ibrahim Ayoola,,
EGY,سيراميكا كليوباترا,2025-2026,1,M. Ojor,,
EGY,سيراميكا كليوباترا,2022-2023,1,Marouane Sahraoui,,
EGY,سيراميكا كليوباترا,2023-2024,1,Mumuni,,
EGY,سيراميكا كليوباترا,2026-2027,1,Samir El Eraki,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,68,Karim Tarek,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,67,Islam Mohareb,,
EGY,طلائع الجيش,2023-2024 .. 2025-2026,54,Youssry Wahid,,
EGY,طلائع الجيش,2023-2024 .. 2024-2025,48,G. Okwara,,
EGY,طلائع الجيش,2022-2023 .. 2024-2025,37,Abdel Rahman Osama,,
EGY,طلائع الجيش,2022-2023 .. 2024-2025,33,Ahmed Samir,,
EGY,طلائع الجيش,2022-2023 .. 2026-2027,33,Ali Hamdy,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,29,I. Mohareb,,
EGY,طلائع الجيش,2022-2023 .. 2026-2027,25,Ahmed Meteb,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,24,Ahmed Abdel Rahman Zola,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,24,Mostafa Khawaga,,
EGY,طلائع الجيش,2022-2023 .. 2024-2025,24,Ragab Omran,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,23,Khaled Stouhi,,
EGY,طلائع الجيش,2025-2026,20,A. Tarek,Ahmed Tarek | Amro Tarek,
EGY,طلائع الجيش,2022-2023 .. 2024-2025,20,Hamed Khaled,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,19,K. Tarek,,
EGY,طلائع الجيش,2022-2023 .. 2023-2024,19,Mahmoud Wadi,,
EGY,طلائع الجيش,2025-2026,17,I. Ouro-Agoro,Ismail Ouro-Agoro,
EGY,طلائع الجيش,2022-2023,17,Khaled Kamar,,
EGY,طلائع الجيش,2022-2023 .. 2024-2025,17,Farid Shawky,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,17,Mohamed Camacho,,
EGY,طلائع الجيش,2022-2023 .. 2023-2024,16,M. Diawara,,
EGY,طلائع الجيش,2022-2023 .. 2026-2027,16,Amro Tarek,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,15,Ahmed Ayman Mansour,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,15,M. Atef,Mohamed Atef,
EGY,طلائع الجيش,2022-2023 .. 2023-2024,14,P. Joules,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,14,A. Hamdi,Ali Hamdy,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,13,A. Zola,,
EGY,طلائع الجيش,2022-2023 .. 2024-2025,13,H. Mao,,
EGY,طلائع الجيش,2025-2026,12,G. Al Madadha,,
EGY,طلائع الجيش,2023-2024 .. 2025-2026,12,Godwin Okwara,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,11,F. Hatem,Fares Hatem,
EGY,طلائع الجيش,2022-2023 .. 2026-2027,11,Mohamed Diab,,
EGY,طلائع الجيش,2022-2023 .. 2026-2027,10,Mohamed Shaaban,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,10,M. El Khawaga,Mostafa Khawaga,
EGY,طلائع الجيش,2025-2026,10,A. Keita,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,9,Khaled Ramadan,,
EGY,طلائع الجيش,2022-2023 .. 2024-2025,9,Farid Shawki,,
EGY,طلائع الجيش,2022-2023 .. 2023-2024,9,Paul Joules,,
EGY,طلائع الجيش,2022-2023 .. 2024-2025,8,Mohamed Fathallah,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,8,Y. Mostafa,Yehia Mostafa,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,8,H. El Gabry,Hamed Khaled El Gabry,
EGY,طلائع الجيش,2022-2023 .. 2023-2024,8,Hassan Magdy,,
EGY,طلائع الجيش,2025-2026,8,Houssem Eddine Souissi,,
EGY,طلائع الجيش,2025-2026,8,Ismail Ouro-Agoro,,
EGY,طلائع الجيش,2022-2023 .. 2023-2024,7,Arabi Badr,,
EGY,طلائع الجيش,2022-2023 .. 2023-2024,7,Moussa Diawara,,
EGY,طلائع الجيش,2025-2026,6,H. Souissi,,
EGY,طلائع الجيش,2025-2026,6,R. Omran,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,6,Hamed Khaled El Gabry,,
EGY,طلائع الجيش,2025-2026,6,K. Awad,,
EGY,طلائع الجيش,2024-2025 .. 2025-2026,6,Khaled Awad,,
EGY,طلائع الجيش,2022-2023 .. 2025-2026,5,Emad El-Sayed,,
EGY,طلائع الجيش,2022-2023 .. 2023-2024,5,Karim Halawa,,
EGY,طلائع الجيش,2022-2023 .. 2026-2027,5,Omar Radwan,,
EGY,طلائع الجيش,2026-2027,4,A. Alaa,Ahmed Alaa Eldin,
EGY,طلائع الجيش,2026-2027,4,A. Wahid,Ahmed Wahid,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,4,E. El Sayed,Emad El-Sayed,
EGY,طلائع الجيش,2026-2027,4,K. Agbo,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,4,K. Sotohi,Khaled Stouhi,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,4,Yehia Mostafa,,
EGY,طلائع الجيش,2025-2026,3,H. Khaled,,
EGY,طلائع الجيش,2026-2027,3,El Zoughbi,,
EGY,طلائع الجيش,2026-2027,3,M. Camacho,Mohamed Camacho,
EGY,طلائع الجيش,2026-2027,3,Ahmed Wahid,,
EGY,طلائع الجيش,2025-2026,3,Alpha Boubacar Keita,,
EGY,طلائع الجيش,2025-2026,3,Ghaith Al Madadha,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,2,M. Magdy,,
EGY,طلائع الجيش,2026-2027,2,O. Radwan,Omar Radwan,
EGY,طلائع الجيش,2022-2023,2,A. Ibukun,,
EGY,طلائع الجيش,2025-2026 .. 2026-2027,2,Fares Hatem,,
EGY,طلائع الجيش,2025-2026,2,K. Aboziada,,
EGY,طلائع الجيش,2022-2023,2,Karim Salah Mohamed,,
EGY,طلائع الجيش,2024-2025,2,Khaled Mohamed Awad,,
EGY,طلائع الجيش,2022-2023,1,Ahmed Massoud,,
EGY,طلائع الجيش,2022-2023,1,Akinade Moses Ibukun,,
EGY,طلائع الجيش,2022-2023,1,El Sayed Abou Amenah,,
EGY,طلائع الجيش,2023-2024,1,H. Dagdoug,,
EGY,طلائع الجيش,2023-2024,1,Mohamed Abdelsalam,,
EGY,طلائع الجيش,2022-2023,1,Mostafa Gaber,,
EGY,غزل المحلة,2022-2023 .. 2025-2026,40,Ahmed El Sheikh,,
EGY,غزل المحلة,2022-2023 .. 2025-2026,32,Mohamed Gaber,,
EGY,غزل المحلة,2022-2023 .. 2024-2025,30,Ehab Samir,,
EGY,غزل المحلة,2022-2023 .. 2024-2025,28,Abdel Kader Yehia,,
EGY,غزل المحلة,2022-2023 .. 2026-2027,26,Emad Mayhoub,,
EGY,غزل المحلة,2024-2025 .. 2026-2027,24,R. Arfaoui,Rached Arfaoui,
EGY,غزل المحلة,2022-2023 .. 2024-2025,22,Himid Mao Mkami,,
EGY,غزل المحلة,2022-2023,18,G. Ibitham,,
EGY,غزل المحلة,2024-2025 .. 2026-2027,18,Yehia Zakaria,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,17,M. Abdelsalam,Moaz Abdel Salam,
EGY,غزل المحلة,2024-2025 .. 2026-2027,17,M. Toure,Mory Touré,
EGY,غزل المحلة,2024-2025 .. 2026-2027,16,Mory Touré,,
EGY,غزل المحلة,2022-2023 .. 2025-2026,15,C. Ekpenyong,,
EGY,غزل المحلة,2025-2026,14,J. Mwanga,,
EGY,غزل المحلة,2024-2025,14,M. Hammouda,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,14,Y. Zakaria,Yehia Zakaria,
EGY,غزل المحلة,2025-2026 .. 2026-2027,14,M. Bolbol,Mahmoud Bolbol Nabil | Mahmoud Nabil,
EGY,غزل المحلة,2022-2023,13,Karim Mostafa,,
EGY,غزل المحلة,2022-2023 .. 2024-2025,12,Khaled El Akhmimi,,
EGY,غزل المحلة,2022-2023 .. 2023-2024,11,Abdel Rahman Atef,,
EGY,غزل المحلة,2024-2025 .. 2025-2026,11,Abdelrahim Amoory,,
EGY,غزل المحلة,2025-2026,11,K. Saidi,,
EGY,غزل المحلة,2025-2026,10,M. Salah,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,9,A. Shousha,Ahmed Shousha,
EGY,غزل المحلة,2025-2026,8,A. Amoory,,
EGY,غزل المحلة,2022-2023,8,Hazem Morsi,,
EGY,غزل المحلة,2025-2026,8,M. Grendo,,
EGY,غزل المحلة,2022-2023,8,Moaz El-Henawy,,
EGY,غزل المحلة,2024-2025,8,Mohamed Ashraf Fahmy,,
EGY,غزل المحلة,2025-2026,8,S. Williams,,
EGY,غزل المحلة,2024-2025,8,Mohamed Ali Ben Hammouda,,
EGY,غزل المحلة,2025-2026,8,Rached Arfaoui,,
EGY,غزل المحلة,2024-2025 .. 2025-2026,7,Amr El Gazar,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,7,Armoosha,Mohamed Armoosha,
EGY,غزل المحلة,2022-2023,7,P. Voavy,,
EGY,غزل المحلة,2022-2023 .. 2026-2027,7,Abdo Yehia,,
EGY,غزل المحلة,2024-2025,7,M. Touré,,
EGY,غزل المحلة,2022-2023,7,Mahmoud El Katamy,,
EGY,غزل المحلة,2022-2023 .. 2024-2025,7,Mostafa El Aash,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,6,A. Etman,Ahmed Etman,
EGY,غزل المحلة,2022-2023,6,Mohamed Abdel Razek Bazoka,,
EGY,غزل المحلة,2025-2026,6,M. El Moghzi,,
EGY,غزل المحلة,2022-2023,6,Mohamed Bazoka,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,5,Moaz Abdel Salam,,
EGY,غزل المحلة,2024-2025,5,Mohamed Ashraf Ben Sharqi,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,4,A. Gomaa,Amr Gomaa,
EGY,غزل المحلة,2025-2026 .. 2026-2027,4,A. Rashdan,,
EGY,غزل المحلة,2024-2025 .. 2026-2027,4,Amer Mohamed,,
EGY,غزل المحلة,2024-2025 .. 2026-2027,4,Bassam Walid,,
EGY,غزل المحلة,2026-2027,4,Hazem El Askry,,
EGY,غزل المحلة,2025-2026,4,B. Walid,,
EGY,غزل المحلة,2025-2026,4,Jimmy Emmanuel Mwanga,,
EGY,غزل المحلة,2022-2023 .. 2025-2026,4,Mahmoud Bolbol Nabil,,
EGY,غزل المحلة,2025-2026,4,Mahmoud Magdy,,
EGY,غزل المحلة,2022-2023 .. 2025-2026,4,Mahmoud Salah,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,3,A. El Aash,Ahmed El Aash,
EGY,غزل المحلة,2025-2026,3,A. Ineza,,
EGY,غزل المحلة,2022-2023,3,I. Kone,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,3,Kibou Saïdi,,
EGY,غزل المحلة,2022-2023 .. 2023-2024,3,Abdelrahman Atef,,
EGY,غزل المحلة,2022-2023 .. 2024-2025,3,Ahmed Fathy Castelo,,
EGY,غزل المحلة,2022-2023,3,Ibrahim Ayesh,,
EGY,غزل المحلة,2022-2023,3,Mostafa Osama,,
EGY,غزل المحلة,2022-2023,3,Salah Rico,,
EGY,غزل المحلة,2022-2023,3,Sayed Al Shabrawy,,
EGY,غزل المحلة,2025-2026 .. 2026-2027,2,A. Yasser,Ahmed Yasser,
EGY,غزل المحلة,2026-2027,2,F. Nechat,Fares Nechat Djabri,
EGY,غزل المحلة,2022-2023 .. 2026-2027,2,Mohamed Koko,,
EGY,غزل المحلة,2026-2027,2,S. Kibou,Kibou Saïdi,
EGY,غزل المحلة,2025-2026,2,A. Body,,
EGY,غزل المحلة,2022-2023 .. 2025-2026,2,Atef Al Hakim,,
EGY,غزل المحلة,2022-2023,2,Gabriel Orok Ibitham,,
EGY,غزل المحلة,2025-2026,2,H. A. El Hakim A.,,
EGY,غزل المحلة,2024-2025,2,H. Abdul Fatawu,,
EGY,غزل المحلة,2024-2025,2,Hamidu Fatawu,,
EGY,غزل المحلة,2025-2026,2,M. Awadalla Ahmed,,
EGY,غزل المحلة,2025-2026,2,M. S. Afifi A.,,
EGY,غزل المحلة,2023-2024 .. 2024-2025,2,Mousa Farawi,,
EGY,غزل المحلة,2025-2026,2,Solomon Alade,,
EGY,غزل المحلة,2025-2026,2,Sunday Williams,,
EGY,غزل المحلة,2022-2023,2,Tarek Samy,,
EGY,غزل المحلة,2022-2023,1,Mahmoud Abou El Saoud,,
EGY,غزل المحلة,2026-2027,1,A. El Nafarawy,,
EGY,غزل المحلة,2026-2027,1,Abdallah Emad,,
EGY,غزل المحلة,2026-2027,1,Fares Nechat Djabri,,
EGY,غزل المحلة,2026-2027,1,Koko,,
EGY,غزل المحلة,2026-2027,1,Mohamed Armoosha,,
EGY,غزل المحلة,2024-2025,1,A. Coulibaly,,
EGY,غزل المحلة,2025-2026,1,Abdel Rahman Youssef,,
EGY,غزل المحلة,2024-2025,1,Ahmed Magdi,,
EGY,غزل المحلة,2024-2025,1,Amer Amer,,
EGY,غزل المحلة,2022-2023,1,Amr Shaaban,,
EGY,غزل المحلة,2022-2023,1,Hany Adel,,
EGY,غزل المحلة,2025-2026,1,M. Oufa,,
EGY,غزل المحلة,2022-2023,1,Mahmoud Alaa El Katamy,,
EGY,غزل المحلة,2022-2023,1,Mahmoud El Hadary,,
EGY,غزل المحلة,2022-2023,1,Osama,,
EGY,غزل المحلة,2022-2023,1,Paulin Voavy,,
EGY,غزل المحلة,2025-2026,1,S. Alade,,
EGY,غزل المحلة,2022-2023,1,Salah Atef,,
EGY,غزل المحلة,2022-2023,1,Sayed Shabrawy,,
EGY,فاركو,2022-2023 .. 2025-2026,51,Mohamed Fakhry,,
EGY,فاركو,2022-2023 .. 2024-2025,49,Ahmed Sherif,,
EGY,فاركو,2022-2023 .. 2025-2026,49,Gaber Kamel,,
EGY,فاركو,2022-2023 .. 2025-2026,45,Shokry Naguib,,
EGY,فاركو,2022-2023 .. 2025-2026,44,Amr Gamal,,
EGY,فاركو,2022-2023 .. 2026-2027,42,Ahmed El Sageery,Ahmed El-Saghiri,
EGY,فاركو,2022-2023 .. 2025-2026,40,A. Ghouma,,
EGY,فاركو,2023-2024 .. 2025-2026,38,Amr Nasser,,
EGY,فاركو,2022-2023 .. 2024-2025,34,Walid Farag,,
EGY,فاركو,2022-2023 .. 2023-2024,31,R. Hamroune,,
EGY,فاركو,2022-2023 .. 2024-2025,30,Mahmoud Gehad,,
EGY,فاركو,2022-2023 .. 2024-2025,27,Jefferson Encada,,
EGY,فاركو,2022-2023 .. 2024-2025,25,Ahmed Fouad,,
EGY,فاركو,2025-2026 .. 2026-2027,23,M. Gaber,Mido Gaber,
EGY,فاركو,2022-2023 .. 2026-2027,22,Abdallah Bakri,,
EGY,فاركو,2022-2023 .. 2023-2024,22,Saif Terry,,
EGY,فاركو,2025-2026 .. 2026-2027,21,M. Fakhri,Mohamed Fakhry,
EGY,فاركو,2022-2023 .. 2025-2026,21,Mahmoud Emad,,
EGY,فاركو,2022-2023 .. 2025-2026,19,Yassin Marei,,
EGY,فاركو,2025-2026 .. 2026-2027,19,M. Ezz,Mohamed Ezz,
EGY,فاركو,2022-2023 .. 2025-2026,18,Ahmed El Bahrawy,,
EGY,فاركو,2024-2025 .. 2025-2026,17,Yassin El Mallah,,
EGY,فاركو,2025-2026 .. 2026-2027,15,W. Mostafa,Walid Mostafa,
EGY,فاركو,2024-2025 .. 2025-2026,15,Babacar Ndiaye,,
EGY,فاركو,2025-2026,13,A. Ndiay,,
EGY,فاركو,2022-2023 .. 2024-2025,12,Ahmed Awad,,
EGY,فاركو,2022-2023 .. 2025-2026,12,Halimo,,
EGY,فاركو,2022-2023 .. 2023-2024,12,K. Sokari,,
EGY,فاركو,2025-2026,11,A. Shaaban,,
EGY,فاركو,2022-2023 .. 2023-2024,11,Ahmed Abdulaziz Mody,,
EGY,فاركو,2025-2026,11,K. El Tayeb,,
EGY,فاركو,2025-2026,10,M. Farhat,,
EGY,فاركو,2022-2023 .. 2023-2024,10,Rami Sabri,,
EGY,فاركو,2025-2026 .. 2026-2027,10,Y. El Mallah,Yassin El Mallah,
EGY,فاركو,2023-2024 .. 2024-2025,10,Enoque,,
EGY,فاركو,2023-2024 .. 2024-2025,10,Mohamed Ezz,,
EGY,فاركو,2022-2023 .. 2023-2024,9,Kingsley Sokari,,
EGY,فاركو,2023-2024 .. 2025-2026,9,Mohamed Saeed Shika,,
EGY,فاركو,2023-2024 .. 2025-2026,8,B. Ndiaye,,
EGY,فاركو,2025-2026,8,W. R. Medhat,,
EGY,فاركو,2025-2026,8,M. Hussein,Mohamed Hussein,
EGY,فاركو,2022-2023 .. 2023-2024,8,Mohamed Ahmed Fouad,,
EGY,فاركو,2025-2026,7,Moaz Mosaad,,
EGY,فاركو,2023-2024,7,Seif Al Agouz,,
EGY,فاركو,2024-2025,6,Z. El Moutaraji,,
EGY,فاركو,2022-2023 .. 2023-2024,6,Abdel Naser Mohamed Di Maria,,
EGY,فاركو,2022-2023 .. 2024-2025,6,Azmi Ghouma,,
EGY,فاركو,2024-2025,6,Omar Reda,,
EGY,فاركو,2022-2023,5,Ali Baheeg,,
EGY,فاركو,2022-2023 .. 2025-2026,5,Karim El Tayeb,,
EGY,فاركو,2025-2026,5,M. Fathy,,
EGY,فاركو,2025-2026,5,M. Yasser,,
EGY,فاركو,2025-2026,4,M. Ahmed,,
EGY,فاركو,2022-2023 .. 2023-2024,4,Saif Thierry,,
EGY,فاركو,2025-2026,3,H. Yassin,,
EGY,فاركو,2025-2026,3,Hossam Reda,,
EGY,فاركو,2022-2023,3,Marwan Magdy,,
EGY,فاركو,2023-2024,3,Mostafa Hamada,,
EGY,فاركو,2025-2026,3,Ramez Medhat Wassef,,
EGY,فاركو,2025-2026,3,Seif Emam,,
EGY,فاركو,2025-2026,2,A. El Bahrawi,,
EGY,فاركو,2022-2023,2,Ahmed Abdel Aziz Ibrahim,,
EGY,فاركو,2022-2023,2,Ahmed Abdulaziz,,
EGY,فاركو,2025-2026,2,Ahmed Mohamed Fouad,,
EGY,فاركو,2025-2026,2,I. El Mizzayn,,
EGY,فاركو,2022-2023 .. 2023-2024,2,Mahmoud El Sayed,,
EGY,فاركو,2024-2025 .. 2025-2026,2,Mahmoud Farahat,,
EGY,فاركو,2025-2026,2,Mohamed Sayed,,
EGY,فاركو,2022-2023,2,Mohamed Zakaria Shika,,
EGY,فاركو,2022-2023,2,Rezki Hamroune,,
EGY,فاركو,2023-2024 .. 2024-2025,2,Salah Basha,,
EGY,فاركو,2023-2024 .. 2025-2026,2,Seif El Agouz,,
EGY,فاركو,2023-2024,1,Ahmed Shabaan,,
EGY,فاركو,2025-2026,1,Aliou Ndiay,,
EGY,فاركو,2025-2026,1,Fathy Mohamed,,
EGY,فاركو,2025-2026,1,H. Hosny,,
EGY,فاركو,2022-2023,1,Hassan Tarek,,
EGY,فاركو,2025-2026,1,Islam El Mizzayn,,
EGY,فاركو,2024-2025,1,Khalil Hagy,,
EGY,فاركو,2023-2024,1,Mahmoud El Badry,,
EGY,فاركو,2025-2026,1,Mazen Adel,,
EGY,فاركو,2025-2026,1,Mohamed Hussein,,
EGY,فاركو,2024-2025,1,Mohamed Nadim,,
EGY,فاركو,2025-2026,1,Mohamed Youssef Camacho,,
EGY,فاركو,2022-2023,1,Mohammad Fouad,,
EGY,فاركو,2022-2023,1,Shoukri Nagib,,
EGY,فاركو,2022-2023,1,Zeyad Tolba,,
EGY,كهرباء الإسماعيلية,2025-2026 .. 2026-2027,25,A. Sulieman,Ali Sulieman,
EGY,كهرباء الإسماعيلية,2023-2024 .. 2026-2027,22,M. Hany,Mohamed Hany,
EGY,كهرباء الإسماعيلية,2025-2026 .. 2026-2027,15,E. S. Shika M.,Mohamed Shika,
EGY,كهرباء الإسماعيلية,2023-2024 .. 2026-2027,13,Abdel Fattah Sheta,,
EGY,كهرباء الإسماعيلية,2025-2026,11,E. El Fayoumi,,
EGY,كهرباء الإسماعيلية,2025-2026,11,I. Abdelnaim,,
EGY,كهرباء الإسماعيلية,2025-2026,10,O. El Said,,
EGY,كهرباء الإسماعيلية,2025-2026,10,M. Sillah,,
EGY,كهرباء الإسماعيلية,2025-2026 .. 2026-2027,9,A. Hamza,Ahmed Hamzawi,
EGY,كهرباء الإسماعيلية,2025-2026,9,M. Ounajem,,
EGY,كهرباء الإسماعيلية,2025-2026 .. 2026-2027,9,S. Elkhashab,Seif Elkhashab,
EGY,كهرباء الإسماعيلية,2025-2026 .. 2026-2027,9,M. Said,Mohamed Juhayna,
EGY,كهرباء الإسماعيلية,2023-2024 .. 2025-2026,9,M. Farouk,,
EGY,كهرباء الإسماعيلية,2025-2026,8,H. El Shazly,,
EGY,كهرباء الإسماعيلية,2025-2026,8,Y. Galal,,
EGY,كهرباء الإسماعيلية,2025-2026 .. 2026-2027,8,A. Sheta,Abdel Fattah Sheta,
EGY,كهرباء الإسماعيلية,2025-2026,7,M. Koshary,,
EGY,كهرباء الإسماعيلية,2025-2026,7,A. Maradona,,
EGY,كهرباء الإسماعيلية,2022-2023 .. 2025-2026,6,K. Yehia,,
EGY,كهرباء الإسماعيلية,2025-2026,6,Ali Sulieman,,
EGY,كهرباء الإسماعيلية,2022-2023 .. 2025-2026,6,Mohamed Shika,,
EGY,كهرباء الإسماعيلية,2025-2026,5,Ahmed Hamzawi,,
EGY,كهرباء الإسماعيلية,2025-2026,5,Essam El Fayoumi,,
EGY,كهرباء الإسماعيلية,2024-2025 .. 2026-2027,4,Mohamed Juhayna,,
EGY,كهرباء الإسماعيلية,2025-2026,4,K. Ashraf,,
EGY,كهرباء الإسماعيلية,2025-2026,4,L. Namgbema,,
EGY,كهرباء الإسماعيلية,2025-2026,4,Mostafa  Koshary,,
EGY,كهرباء الإسماعيلية,2025-2026,4,S. Al Agouz,,
EGY,كهرباء الإسماعيلية,2025-2026,3,A. Sayed Youssef,,
EGY,كهرباء الإسماعيلية,2025-2026,3,Hassan El Shazly,,
EGY,كهرباء الإسماعيلية,2025-2026,3,M. A. Rahim,,
EGY,كهرباء الإسماعيلية,2025-2026,3,M. Medhat,,
EGY,كهرباء الإسماعيلية,2025-2026,2,I. Awad,,
EGY,كهرباء الإسماعيلية,2025-2026,2,Ibrahim Awad,,
EGY,كهرباء الإسماعيلية,2025-2026,2,Mohamed Ounajem,,
EGY,كهرباء الإسماعيلية,2025-2026,2,Mohamed Saied Zika,,
EGY,كهرباء الإسماعيلية,2025-2026,2,Mohamed Yassine Abouzra,,
EGY,كهرباء الإسماعيلية,2025-2026,2,S. El Agouz,,
EGY,كهرباء الإسماعيلية,2025-2026,1,A. Boda,,
EGY,كهرباء الإسماعيلية,2025-2026,1,Léonce Roméo Namgbema,,
EGY,كهرباء الإسماعيلية,2025-2026,1,M. Abdelmoniem,,
EGY,كهرباء الإسماعيلية,2025-2026,1,M. Hagras,,
EGY,كهرباء الإسماعيلية,2025-2026,1,Mohamed Hagras,,
EGY,منتخب السويس بتروجت,2025-2026 .. 2026-2027,47,M. Ibrahim,Mohamed Ibrahim | Mostafa Ibrahim,
EGY,منتخب السويس بتروجت,2022-2023 .. 2026-2027,38,G. Chukwudi,,
EGY,منتخب السويس بتروجت,2025-2026 .. 2026-2027,30,B. Moussa,Badr Mousa,
EGY,منتخب السويس بتروجت,2025-2026,26,M. El Gamal,,
EGY,منتخب السويس بتروجت,2024-2025,24,Rashad Metwally,,
EGY,منتخب السويس بتروجت,2025-2026 .. 2026-2027,22,A. Hamed,Adham Hamed,
EGY,منتخب السويس بتروجت,2025-2026 .. 2026-2027,22,M. El Badry,Mostafa El-Badry,
EGY,منتخب السويس بتروجت,2024-2025,18,Badr Moussa,,
EGY,منتخب السويس بتروجت,2022-2023 .. 2025-2026,15,Mahmoud Shedid Kenawi,,
EGY,منتخب السويس بتروجت,2023-2024 .. 2025-2026,15,Mohamed Okasha,,
EGY,منتخب السويس بتروجت,2025-2026 .. 2026-2027,13,A. Bahbah,Ahmed Bahbah,
